"customer_id","amount"
1003928,5997718.35833333
100384,71090.1916666667
1003934,2867644.6
1003941,521384.733333333
1003946,3391290.99166667
1003947,359589428.833333
1003948,49790.9666666667
1003949,1465585.675
1003952,1884090.375
1003957,7292966.93333333
1003959,35052004.8916667
100387,779170.433333333
1003962,4026914.00833333
1003963,7.5e+08
1003966,35640444.3583333
1003970,1713231.15833333
1003973,4001299.80833333
1003974,22863097.5833333
1003975,1270127869.16667
1003976,1176217.825
1003979,4398176.55833333
1003980,11580945.8833333
1003984,37316590.8083333
1003986,10616.775
1003989,410474.408333333
10030,94836.9333333333
1003992,4007028.975
1003997,5182953.41666667
1004003,134551.208333333
1004007,20878161.3416667
1004008,2486269.40833333
1004009,16172556.9083333
1004013,1340874.3
1004014,12327214.9166667
1004017,1674461.075
1004022,380473.308333333
1004024,2037793.68333333
1004028,0
1004035,66936.8583333333
1004036,1283978150.83333
1004041,75882.7166666667
1004042,95252890.8333333
1004047,14985465.1916667
1004050,99088840.8333333
1004053,44360976.9583333
1004056,26329106.9083333
1004058,49667612.9
1004059,0.833333333333333
1004061,310411.75
1004062,12934713.0916667
1004064,5070315.29166667
1004065,601122015.5
1004067,5547014.35833333
100398,30409.25
1004072,365920.158333333
1004077,1247484.80833333
1004079,5626726.425
1004108,41719.275
1004124,22744.4916666667
1004128,1921087.76666667
100404,86717.7416666667
1004147,108333333.333333
1004149,66936.8583333333
1004160,2.5e+07
1004167,3380981.475
100408,87953.575
1004172,77669023.975
1004175,5092349.65
1004178,27385629.0833333
1004183,2342920.64166667
1004185,66933.525
1004188,36444834.6
1004189,2922770.26666667
1004195,398789955.083333
1004198,2661323.76666667
1004202,5200467.525
1004204,385859.008333333
1004206,74214.3833333333
1004209,66932.6916666667
1004229,68115.1916666667
1004242,77902314.975
1004246,0
1004249,1981994.89166667
1004251,512956.341666667
1004255,1771551.69166667
1004257,84905964.1666667
1004259,1294912.74166667
100417,82997.7166666667
1004262,2973505.50833333
1004269,20538744.0083333
1004273,0
1004280,4511109581.66667
1004282,241274.275
1004290,104274.458333333
1004296,66936.025
1004301,66936.025
1004302,767563.766666667
1004305,7254862.9
1004309,7721962.28333333
1004311,305736140.333333
1004312,66936.025
1004316,12349467.0416667
1004318,45622.6333333333
100423,293508686.25
1004324,1845512.475
1004328,2155679.03333333
1004330,6887979.14166667
1004331,3408533.04166667
1004334,113846.158333333
1004335,5707895.26666667
1004346,5844.19166666667
1004362,21354693.6583333
1004380,138.333333333333
1004384,30444591.2916667
1004386,66940.1916666667
1004387,850648.416666667
1004389,1228525.325
1004391,6551229.21666667
1004393,768852.366666667
1004397,1594460.45833333
1004398,4981039.19166667
1004401,1598346.4
1004407,4169398.09166667
1004408,373742.716666667
1004411,9035351.93333333
1004412,359109.708333333
1004414,3186731.8
100435,856861.508333333
1004442,79166666.6666667
1004444,0
1004467,139084470.916667
1004469,77046706.9666667
1004474,5059606.18333333
1004477,7456.69166666667
1004479,719695.591666667
1004481,245681597
1004487,160506.691666667
100440,82997.7166666667
1004491,66936.025
1004500,124185071
1004507,238407.85
1004511,66925.1916666667
1004512,18144422.175
1004517,20313.3833333333
1004519,213413.308333333
1004536,70860.1916666667
1004554,66936.8583333333
1004556,1898921.90833333
1004600,1435548.925
1004602,0
1004623,75472.7166666667
1004628,24445471.3166667
1004635,413691.158333333
1004640,50759.3
1004643,66936.025
1004657,89451.775
1004658,458611665.916667
1004663,178026.316666667
1004676,1589064.16666667
1004696,721110.566666667
1004699,0
100462,70651.6166666667
1004722,459212.1
1004732,2650272.875
1004778,739128.308333333
100469,2021761184.16667
1004800,1994162.125
1004803,1.66666666666667
1004804,97860028.4166667
1004815,11178529.7333333
1004819,11269979.1416667
1004824,6380464.89166667
1004827,512055.566666667
1004828,43227.6083333333
1004835,1313333.68333333
1004841,36362176.8583333
1004848,70314.3583333333
1004852,556219.866666667
1004857,46116.8
1004863,683948.383333333
100478,1392180.48333333
1004887,14730406.2083333
1004892,70950288.0083333
1004894,371214.65
1004902,621711535.75
1004904,87748000
1004911,4512824.03333333
1004918,23772.55
1004922,34222203.575
1004934,336931.691666667
1004941,28916986.125
1004956,28509003.2
1004958,1896542.93333333
1004965,24470876.425
1004970,7418183.41666667
1004971,860246.616666667
1004978,47293421.075
1004985,3669189.325
1004998,69231.025
1005014,66928.525
1005015,0
1005026,0
1005028,143952.691666667
1005033,36414.275
100496,118248733.666667
1005054,23819.2166666667
1005057,41666.775
1005058,156744.65
100498,28444.25
1005087,127854904.583333
1005088,24276969.4333333
1005089,314954.191666667
10041,0
1005091,4163227.60833333
1005095,1076454.05833333
1005102,2272175.675
1005103,312308507.916667
1005104,37526089.1083333
1005105,13939099.3
1005106,7178529.05833333
1005107,5086335.29166667
1005108,16778284.975
1005110,9088325.4
1005111,6810.025
1005114,16852412.3083333
1005115,139721.475
1005117,31640779.8083333
100503,145605.4
1005120,2961273.975
1005124,299070.541666667
1005127,5
1005128,312857.933333333
100504,74213.55
1005130,8222175.725
1005132,110912408.916667
1005136,1840540.08333333
1005137,1697556.775
1005138,1020691.025
1005139,9313939.675
1005140,16587042.7416667
1005143,13634203.95
1005144,158123.766666667
1005145,83512081.5833333
1005148,4801341.075
1005151,3071979.56666667
1005153,10125844.9166667
1005158,11312974.3583333
100507,3235516.88333333
1005162,8279975.43333333
1005163,66928.525
1005164,1336284.14166667
1005166,6017133.79166667
1005167,1510203.6
1005168,4424545.08333333
1005169,80936373.0916667
1005170,4055755.325
1005171,8950060.80833333
1005174,806451.616666667
1005175,633427.766666667
1005183,9415926.775
1005185,339791.533333333
1005186,426497.791666667
1005187,2417021.025
1005188,9391006.425
10042,1400945.48333333
1005191,0
1005193,38630390.4
1005195,1007565.21666667
1005197,23179590.9666667
1005198,3190205.91666667
1005199,7220172.20833333
1005200,13728654.3833333
1005201,523697.15
1005202,978820.108333333
1005203,86548.7666666667
1005207,13261334.3833333
1005208,595923.283333333
1005210,41422603.7916667
1005212,63221771.5833333
1005214,2516089.86666667
1005215,7677782.79166667
1005217,1247930.325
1005220,1513240.80833333
1005222,122368.658333333
1005223,5941342189.16667
1005224,37185918.875
1005226,1163037.65833333
1005232,54012244.7833333
1005233,42431045.5083333
1005235,1186473769.16667
1005237,292077990.583333
1005238,85852991.75
1005242,100230431.583333
1005243,31982566.6416667
1005244,115226788.5
1005245,13539496.2916667
1005247,545362123.416667
1005248,80166753.7083333
1005249,65378959.3583333
1005251,3941263.81666667
1005252,19065876.45
1005253,108239492.5
1005254,72868219.5416667
1005255,5341391.18333333
1005260,120099888.833333
1005261,2270472.85
1005263,13924023.6
1005264,600014.891666667
1005265,1.66666666666667
1005266,485756.641666667
1005268,658609902.5
1005270,3443344.03333333
1005272,6779420.15833333
1005274,1652494.80833333
1005275,89025.4
1005276,11905466.2083333
1005278,2016375.13333333
1005280,12983517.9
1005284,16349443.875
1005285,5810754.21666667
1005286,1819369.95
1005287,8182329.675
1005291,109788340.583333
1005293,1952940.59166667
1005295,78681.8833333333
1005297,676774.733333333
1005299,3942253.525
100521,135035616.666667
1005301,174894915.583333
1005302,97388.6
1005305,6097297.34166667
1005307,4944118.175
1005308,58548.3333333333
1005309,6680277.525
100522,87210.2416666667
1005311,57862837.4166667
1005315,3089418.46666667
1005316,3254295.64166667
1005317,9046160.29166667
1005318,16056443.6
1005319,1412250.05
1005322,79373692.125
1005324,38675905.5083333
1005327,2646384.25
1005329,176924.216666667
1005331,1182299.91666667
1005333,4498141.15833333
1005335,663261.858333333
1005336,465474.566666667
1005337,341024.275
1005338,21531039.4916667
1005340,458061812.916667
1005341,59756515.8583333
1005344,109633368.583333
1005345,71444645.125
1005347,81109074.3
1005348,959536.45
1005349,69271662.6583333
1005350,3438957.475
1005354,24331454.8416667
1005356,2087737.79166667
1005357,1328715.675
1005358,1378295.48333333
1005360,2713545.48333333
1005362,2586764.14166667
1005368,30449071.5333333
1005369,1252787.74166667
1005373,171120.458333333
1005375,746465.541666667
1005379,10109809.7833333
1005380,1399337.475
1005381,11069352.2583333
1005384,580625.35
1005386,8232612.4
1005387,412805868.916667
1005388,24316911.3416667
1005389,8374530.19166667
1005390,1010833.28333333
1005393,2449247.28333333
1005398,13223641.8583333
1005400,12956115.325
1005405,9440858.975
1005406,2558039.51666667
1005407,13378737.0166667
1005409,2245128.04166667
100532,14978996000.8333
1005410,11046393.4416667
1005411,3380728.625
1005413,3092120.80833333
1005417,4499319.80833333
1005419,1316436.99166667
100533,83371.05
1005422,305005.533333333
1005424,393426.666666667
1005427,41666.775
1005435,375234081.833333
1005439,0
1005440,39402.3916666667
1005445,88464.4083333333
1005449,43375.9416666667
1005452,24314.2166666667
1005455,106161.958333333
1005456,88664.4083333333
1005457,53084.3
1005463,0
1005465,174661.316666667
1005469,0
1005478,80823.55
1005480,0
1005482,63992.6916666667
1005484,81301.05
1005487,262597.391666667
1005489,41666.775
10045,630200.883333333
1005490,275705.291666667
100541,4821801.58333333
1005513,288601.616666667
1005519,66932.6916666667
1005523,1297113.00833333
1005525,0
1005534,69426.8583333333
1005539,511094.733333333
1005547,90646.075
1005552,119639635.833333
100547,166666666.666667
1005560,66932.6916666667
1005563,272968333.333333
1005566,182653278.916667
1005570,66913.525
1005579,2181364.325
1005586,101103.6
1005587,43763.4416666667
1005608,41666.775
1005609,66928.525
1005611,43942.1
1005627,66932.6916666667
1005639,122444.491666667
1005644,547137.308333333
1005646,0
1005671,66932.6916666667
1005680,66932.6916666667
1005691,47344662.6583333
1005694,66932.6916666667
1005696,70981.8583333333
1005700,44984.0083333333
1005701,369.166666666667
1005718,1.5e+08
1005730,70561.8583333333
1005735,24959.7833333333
1005740,32715966.6666667
1005744,2001065.54166667
1005750,66933.525
1005759,1414142827.5
1005763,41666.775
1005766,44934.8416666667
1005773,83336860
1005781,66933.525
1005782,41666.9916666667
1005787,0
1005789,495073972.5
10048,553811.508333333
1005791,66934.3583333333
1005796,0.833333333333333
1005809,66931.025
1005810,1586126915.83333
1005812,640333.416666667
1005814,178567836.25
1005816,2822972.41666667
1005819,26084184.1666667
1005821,2294526.475
1005823,31960277.2583333
1005826,533219.783333333
1005829,2664150.29166667
1005837,3799933.38333333
1005839,1942955.7
1005841,1360032.06666667
1005856,391666666.666667
1005862,66933.525
1005865,26605.9166666667
1005872,66933.525
1005874,94795840.9166667
1005876,51685718.7083333
1005878,137994558.833333
1005880,24643.4166666667
1005883,66933.525
1005885,542278.441666667
1005886,14733216.75
1005888,11002.525
100580,41493058.8166667
1005893,119099940.666667
1005895,0
1005897,31396775.725
1005899,22340005.9666667
1005900,19627286.2083333
1005902,8775564.14166667
1005904,139179218.25
1005906,190952165
1005908,0
1005910,10671042.0416667
1005913,2795213.525
1005917,19136436.7166667
100583,183912.175
1005921,41728.4416666667
1005923,23302.55
1005929,50142.2833333333
1005933,23463872.475
1005934,66933.525
1005937,47660.1333333333
1005938,0
100585,82645.2166666667
1005947,429690097.166667
1005948,0
1005962,135858973.5
1005963,72713.525
1005966,1811993.84166667
100588,463409338.666667
1005970,3782471.025
1005979,166666666.666667
1005988,181.666666666667
100590,70478.525
1005990,10499914.5166667
1005992,547225.4
1005993,639287.583333333
1005995,3639061.375
1005996,1339606.825
1005998,4021558.06666667
1005999,0
1006004,2190479.24166667
1006005,5205115.80833333
1006006,66933.525
1006011,608563.875
1006013,39193796.2666667
1006014,75170573.0666667
1006016,17498330.7
1006018,145722.066666667
1006019,59625693.3333333
1006030,0
1006031,208158250
1006032,182.5
1006037,233153.141666667
1006042,86657.7416666667
1006056,6945.025
1006058,66933.525
1006061,60302906.7666667
1006092,12168861.45
1006096,713184.458333333
1006101,2917271.5
1006103,5954.19166666667
1006109,72830.1916666667
1006112,0
1006120,197474273.916667
1006121,216463.925
1006127,0
1006128,39905.675
1006130,152126.266666667
1006140,3027502.15
1006142,0
1006154,125037766.916667
1006156,2554403.625
1006157,14676811.1833333
100608,333333333.333333
1006185,83333333.3333333
1006186,276114334.166667
1006187,17437021.8916667
1006206,68629.3583333333
1006218,5215083.6
1006221,101962.9
1006224,36187.5
100615,191334.708333333
1006240,191122.016666667
1006241,41847593.1166667
1006244,66933.525
1006247,5548899.08333333
1006251,17496965.5916667
1006253,1410805.61666667
1006255,57738118.3083333
1006256,263051931.75
1006257,1203846.4
1006258,15811793.2
1006261,127713121.75
1006262,146922015.666667
1006267,1517506.725
1006268,9263297.76666667
1006269,2285914.05833333
1006273,646774956.5
1006276,2185033.79166667
1006277,2562949.75833333
1006278,14713235.9916667
1006281,12580722.9583333
1006282,1898855.59166667
1006286,13270822.6333333
1006289,63286873.1416667
10053,67528.525
1006290,23972468.9
1006293,56335971.2333333
1006297,9115887.98333333
1006298,9172885.54166667
1006299,5485669.25
1006302,0
1006305,11350888.2
1006306,2760792.525
1006307,9290479.95
1006312,4331086.05
1006313,44081702.0666667
1006314,42787896.75
1006315,12249449.1666667
1006316,148946784.083333
1006317,2735240.24166667
1006318,3704176.99166667
1006320,2482516.15833333
1006321,0
1006322,2515426.66666667
1006323,16707809.7333333
1006325,2634681.825
1006328,161443943.666667
1006329,7409706.1
100624,3.5e+08
1006332,4398560
1006333,3116979.975
1006334,41741.775
1006336,53318.925
1006337,50286891.6416667
100625,10476303.7333333
1006340,12991762.0666667
1006341,2063265.13333333
1006342,138584517.083333
1006344,109678990.583333
1006345,2593686.61666667
1006347,15691757.55
1006349,13320337.7166667
1006350,1514890
1006351,38905.1083333333
1006352,75313664.1166667
1006353,976353018.333333
1006355,3785055.96666667
1006356,2447232.39166667
1006358,24574889.275
1006359,227309078.083333
1006360,6369110.35
1006361,240694.325
1006362,23391268.3583333
1006363,268573.225
1006365,1574631.69166667
1006366,1476124.54166667
1006367,37304312.825
1006368,1239334.38333333
100628,179166666.666667
1006374,3235501.825
1006375,296439.708333333
1006376,112070216.083333
1006377,44942.45
1006379,7610.85833333333
1006380,1259504.6
1006381,6540133.73333333
1006382,11069459.1666667
1006383,31563683.6833333
1006385,712120.616666667
1006386,1066778395.83333
1006387,971009323.333333
1006388,1556609.08333333
1006389,1057208.76666667
1006390,21563174.7583333
1006392,398338.583333333
1006393,5814669.25
1006395,144989.325
1006396,22226096.6916667
1006398,3393952.55
1006399,19944978.1416667
1006400,8222568.84166667
1006402,26715213.3833333
1006403,862318820.833333
1006404,5936459.78333333
1006405,2857131.375
1006406,3797274.625
1006409,13973474.675
1006411,13879051.8
1006412,62174252.175
1006413,13699217.45
1006414,2555726.29166667
1006415,7174563.875
1006416,6886916.53333333
1006417,7008598.46666667
1006418,5763090.08333333
1006419,38749987.3916667
100633,281164268.333333
1006420,3825741.88333333
1006421,1358401.34166667
1006422,143662.066666667
1006424,3203494.675
1006425,1418567.23333333
1006426,21034112.125
1006427,40421562.175
1006428,3632988.2
