"customer_id","amount"
999992,619716666.666667
999994,53121165.35
1000017,0
1000018,66782.6916666667
1000021,77664164.2166667
1000033,42109087.7666667
99995,105.833333333333
1000066,691279.975
1000067,41666.775
1000079,151438665.5
99999,75589.3833333333
1000081,6163452125.83333
1000085,42292.6083333333
1000097,498289.708333333
1000099,125512.15
100001,82865.2166666667
1000101,76389411.1833333
1000102,67118.525
1000111,41666.775
1000114,66944.3583333333
1000115,0
1000116,207296.4
1000122,66944.3583333333
1000140,152193364
1000143,172768134.75
1000147,45781.8
1000149,66944.3583333333
1000151,42976.775
1000156,75961.8833333333
1000161,241267790.083333
1000165,0
1000167,0
100008,73893.55
1000175,76432.7166666667
1000177,1330491.075
1000184,53626.8
1000186,0
1000208,0
1000216,523.683333333333
1000225,10014504.5416667
1000235,0
1000250,194528.041666667
1000259,1714722.93333333
1000260,6654961.90833333
1000283,830930.216666667
1000285,48430087.6333333
1000294,66944.3583333333
1000513,43597386.5083333
1000531,66944.3583333333
1000543,17612239.0833333
1000545,56248.3583333333
1000562,66945.1916666667
100049,646612164.75
9996,1686846249.16667
1000590,6067480.13333333
1000596,23641826.9333333
1000601,2965895.75
1000607,2856886.50833333
1000609,34228311.05
100052,409016467.166667
1000610,0
1000616,66945.1916666667
1000619,436493.683333333
100054,1349837900
1000638,2352123287.5
1000641,0
1000646,66945.1916666667
100056,125250.35
1000652,36846722.6333333
1000657,1238963.30833333
1000662,149197.283333333
1000670,0
1000686,392438.333333333
1000691,0
1000705,31994996.9833333
1000713,5112.04166666667
100063,26656792.3416667
1000727,93333333.3333333
1000728,2972502.85
1000732,49431.8
1000737,66945.1916666667
1000785,66945.1916666667
1000790,0
1000792,15190728.7333333
1000801,66945.1916666667
1000822,97879164.1666667
1000826,127368823.333333
1000836,3177071786.66667
1000841,0
100076,42281.775
1000850,22544628.875
1000874,0
1000876,4067215.35
1000882,0
1000884,3351672.34166667
1000886,0
1000888,28471701.825
1000894,6631398.25
1000896,22628577.5833333
1000909,12994695.7
1000916,745974.141666667
1000936,20865769.4583333
1000943,35892.3083333333
1000948,106870.083333333
1000961,9570428.70833333
1000963,56262.125
1000985,1231.66666666667
1000988,346220.275
1000993,137219189.583333
1000996,3144286.825
1001000,16320548.55
1001016,9965492.30833333
1001142,10501147.9583333
1001148,25794.25
1001151,117391.208333333
1001152,253449471.75
1001155,304414.383333333
1001168,125468242.666667
1001171,946684.733333333
1001175,6254244.70833333
1001184,214068.925
1001185,22885663.2
1001188,16639436.45
1001195,419143402.666667
1001198,6478191.375
1001199,24962085.5416667
1001203,3914736.20833333
1001211,29213720.4583333
1001212,72022946.775
100115,200164.708333333
1001255,124920.35
1001263,156855739.25
1001267,383333333.333333
1001281,66933.525
1001283,281713.683333333
1001303,104593.658333333
1001320,56405.1333333333
1001324,24128725
100124,85045.2416666667
1001331,97997.5
1001332,987512.691666667
100125,45504.3
1001345,10573905.4833333
1001348,66945.1916666667
1001350,64013.525
1001352,66977.6916666667
1001354,452566.125
1001379,206863.491666667
1001401,66945.1916666667
1001424,66945.1916666667
1001440,32864.25
1001444,18761.7166666667
1001448,521417.308333333
100136,1186338.25
1001451,340033.55
1001454,24579374.0833333
1001478,0
1001479,50824.3
1001481,0
1001488,66731.025
1001493,211430558
1001504,330171.75
100142,134426.208333333
1001511,977909.358333333
1001514,0
1001519,48966.8
1001521,95119.4333333333
1001528,247239.008333333
1001530,326328.066666667
1001531,8847476.45
1001532,90099804.5
1001535,14488931.4
1001536,4515995.13333333
1001537,7803402.28333333
1001542,255904.116666667
1001545,14571723.8416667
1001555,37359.0833333333
1001564,5138419.91666667
1001577,98071.05
1001582,0
1001588,41666.775
1001596,0
1001606,313521307.833333
1001607,228263.95
1001609,5174358.6
1001611,13948593.975
1001614,6325900.91666667
1001615,241865944.583333
1001616,1785085.675
1001617,5826578.625
1001618,40173510.375
1001619,1879024.75833333
100153,72276.8583333333
1001620,0
1001621,2152908.70833333
1001622,712510.083333333
1001623,4445376.375
1001625,637341.825
1001626,7858485.29166667
1001627,2216377.175
1001628,44129487.0166667
1001629,17506816.9083333
100154,453927.066666667
100156,74697.7166666667
1001660,167549.058333333
1001664,177942.983333333
1001666,85003.575
1001668,24271.45
1001676,8742.525
1001677,0
1001678,193312.825
1001688,66941.8583333333
10007,0
1001703,6639658.70833333
1001716,37500000
100163,65827.6916666667
1001723,113987.825
1001732,33055.9166666667
1001735,179166666.666667
1001755,32890.0833333333
1001780,29166666.6666667
1001788,12408.3583333333
1001790,2269727.875
1001793,916666666.666667
1001800,66941.8583333333
1001801,126817465.833333
1001802,430527.608333333
1001813,593013.816666667
1001815,28695060.05
1001819,6235263.875
100173,66718.525
1001821,126563.683333333
1001823,142876344.083333
1001826,0
100174,17022.55
1001833,81224.3
1001839,33094.8083333333
100175,0
1001842,0
1001848,307877.533333333
1001861,1532674.73333333
1001865,3626917.30833333
1001866,1215657.55
1001868,25563102.7166667
1001869,3310299.73333333
1001870,41812401.425
1001874,51256.9083333333
1001881,635244.166666667
1001884,6737823.00833333
1001887,44249998.8416667
1001895,14767280.1583333
1001896,8996098.225
1001907,525076344.083333
1001908,124947227.75
1001910,122787902.083333
1001912,2754173130.83333
1001913,232780059.916667
1001927,4358642.15
1001937,189732420
1001942,175036151.416667
1001956,91311020.75
1001958,597627.416666667
1001961,9301250.78333333
1001962,3708605.48333333
1001964,23103288.7666667
1001968,677304.083333333
1001969,12213160.35
1001974,1056638.09166667
1001976,0
1001981,5189460.61666667
1001988,514800.4
1001992,0
1002007,835377676.666667
1002022,0
1002038,954701392.5
1002041,66942.6916666667
1002052,75696660.025
1002055,3253065.13333333
1002062,23863.3833333333
1002076,512304.6
1002109,115.833333333333
1002127,99250095
1002128,23540881.5083333
1002131,20317418.3833333
1002132,3050408.04166667
1002136,6975026.75
1002138,1459342.93333333
1002141,838033.9
1002146,563560.641666667
1002147,24638987.6333333
100206,550281099.416667
1002151,68593566.6166667
1002153,59335241.6666667
1002159,837495.158333333
1002160,11881.6916666667
1002162,427863.683333333
1002163,3580164.325
1002166,11272139.3583333
1002168,11860139.6
1002170,2745821.99166667
1002175,959056.8
1002178,1679326.4
1002180,528221.883333333
1002181,11055768.3833333
1002182,5628680.78333333
1002190,5702573.06666667
1002194,2151311.775
1002195,17961357.175
1002198,10080.8583333333
1002200,1.66666666666667
1002204,66941.8583333333
1002206,2343.33333333333
1002207,33534.25
1002208,89793405.5833333
100212,90398.575
1002212,6485023.65
1002214,76696944.4083333
1002216,3692239.25
1002225,569819.058333333
1002226,2501069172.5
1002230,85102323.5833333
1002234,49001.8
1002236,2402803.38333333
1002248,334337.283333333
100218,123612.016666667
1002276,3620
1002278,46567.6333333333
1002279,66941.8583333333
100220,108220.291666667
1002290,10183659.5416667
1002295,91.6666666666667
1002307,41666.775
1002309,105169149.083333
1002313,72675.1916666667
1002315,0
1002325,52446.8
1002329,0
100224,208333333.333333
1002331,0
1002333,266515.725
1002335,136172.041666667
1002339,70496.025
1002340,5074875.29166667
1002350,99816.1
1002355,66933.525
1002357,31064.25
1002359,4747616.90833333
100227,70440.1916666667
1002363,50319.8666666667
1002379,0
1002398,448764.408333333
1002399,188.333333333333
1002408,4557.55
100232,87038.575
1002411,23995.8833333333
1002448,0
1002449,67366.025
1002451,66928.525
1002488,77845701.05
1002489,42207.6083333333
1002498,197759900
1002500,135411.908333333
1002505,116570337.083333
1002506,116950
1002508,41666.775
1002509,5077.525
1002511,75611.8833333333
1002513,0
1002515,47112.6333333333
1002516,1441616.18333333
1002519,182450332.166667
100243,205688.066666667
1002525,131616.183333333
1002535,5e+07
1002538,0
1002539,13108713.875
1002544,75945.2166666667
1002548,16034657.7666667
100246,990278.55
1002550,34923.4416666667
1002552,1485174.75833333
100247,820635.591666667
1002560,285
1002573,24198.1166666667
1002577,66936.8583333333
1002594,53682.9833333333
100251,3185967.06666667
100253,80654.0333333333
1002633,1319302.85
1002647,9166703300.83333
1002657,0
100257,116399.491666667
1002670,23294.2166666667
1002672,0
1002678,145833333.333333
10017,446256.241666667
1002695,25970.9166666667
1002708,66936.8583333333
1002711,207105.133333333
100263,676566604.416667
1002725,66936.8583333333
1002735,0
1002747,2414626.69166667
1002748,25077.125
100266,2617727723.33333
1002759,0
1002762,157633.9
1002769,25915000
1002800,2091189097.5
1002819,92859797
1002827,40683031.6666667
100274,258512903.25
1002833,17932420
100276,88160.2416666667
1002868,2518423.575
1002874,11957421.825
1002879,199090380
10019,55543.6
1002890,79136.6166666667
1002897,822.5
1002898,598343550.333333
1002907,541666666.666667
1002910,861183539.166667
1002911,2169554.08333333
1002913,289999601.166667
1002915,15213395.675
1002917,6506602.825
100283,18737.5
1002921,4951.69166666667
1002922,1016975.54166667
1002930,18710608.625
1002931,147316512.5
1002934,9075231.05
1002936,26101187.9333333
1002938,582279.95
1002939,10681736730
1002940,13638399.9166667
1002942,3416610.59166667
1002946,68487196.1
1002957,66936.8583333333
1002960,15519981.2666667
1002964,67118396.75
1002969,82274855.1583333
1002973,871494.733333333
1002975,23376552.575
1002976,15270152.85
1002977,86496708.6666667
1002979,374208.708333333
1002983,62749.325
1002985,5988350.88333333
1002989,72604.3583333333
1002991,66936.8583333333
1002992,215652861.333333
1002993,5870505.75
1002994,7855937.1
1002996,7305633.05833333
1002998,7210411.58333333
1003003,390708247.833333
1003004,9810424.65
1003005,11513565.9916667
1003010,340596560.666667
1003016,1255010.59166667
1003017,572988.791666667
1003019,3475408.73333333
100293,303611.666666667
1003022,2848272.125
1003025,105780104.083333
1003027,74443569.1666667
1003029,15890268.3333333
1003031,373495.375
1003033,5060073.11666667
1003035,1030221.66666667
1003036,106528003
1003039,2998085.26666667
1003042,80693.55
1003047,100734347.166667
1003049,2710104.89166667
1003050,2222574.325
1003051,6632838.09166667
1003052,2650967.125
1003073,0
1003079,168817204.333333
100299,300000592.5
1003080,1749342.525
1003081,66936.8583333333
1003084,23630.05
1003088,811074043.666667
1003104,9520554.16666667
1003106,38525006.775
1003107,22043826.9333333
100302,0
1003113,37544.275
1003115,529166666.666667
100303,5100.85833333333
1003120,22252604.1666667
1003123,4640400.29166667
1003124,517130.616666667
1003126,7470359.21666667
1003128,207276.558333333
1003129,297167521.166667
1003130,490863.066666667
1003131,273282471.833333
1003133,65662.6916666667
100305,1055575558.33333
100306,82997.7166666667
1003153,15577815.8333333
1003155,31323.4166666667
1003164,16632708.7916667
1003169,8235777.41666667
1003178,44045727.5
1003183,20398623.7166667
1003184,9843221.90833333
1003189,43735684.7583333
1003190,30195.6416666667
1003196,666452.258333333
100311,82997.7166666667
1003213,66936.8583333333
1003227,178768.141666667
100315,115098.733333333
1003244,2830333.70833333
1003247,0
1003252,26403.4166666667
100317,134153.708333333
1003262,24205372.4166667
1003265,26077342.7166667
1003275,24735193.6833333
1003278,314929.191666667
1003282,886284.733333333
1003291,13469555.2416667
1003293,0
1003294,125266.183333333
1003299,187053.841666667
1003302,49919272.2833333
1003304,31658.4166666667
1003305,51586504.4333333
1003308,12105697.6583333
1003314,24068938.0666667
1003316,916431.933333333
1003320,722863.066666667
1003326,545169.275
1003327,58530.9916666667
1003330,22380447.2333333
1003332,71252296.2916667
1003334,3185494.6
1003335,6145167.58333333
1003343,20509057.85
1003346,585149194.416667
1003350,2747960.48333333
1003354,1673276.95833333
1003355,8973146.88333333
1003358,148927401
100327,1751876905
1003361,0
1003368,9518459.65
1003373,399610.7
1003375,13503857.875
1003376,442305167.333333
1003377,16135277.0666667
1003379,111641.958333333
1003381,51486509.7333333
1003385,35695979.0333333
1003386,619977.791666667
100330,133337375
1003393,66936.8583333333
1003403,92451.9083333333
1003411,291949.141666667
1003412,915476.666666667
1003418,2637611.23333333
1003438,66936.8583333333
1003439,41666.775
100335,25016625.725
1003442,257379.866666667
1003453,43587.45
100337,1064302.06666667
1003462,460754.541666667
1003467,33122887.7416667
1003477,1019168695.83333
1003478,87539.4083333333
1003479,2642845.85833333
100339,112452.691666667
1003481,5231435.43333333
1003485,1094280.54166667
1003487,2791917.74166667
1003505,0
1003510,34668958.25
1003521,66916.025
1003531,23735.8833333333
1003543,10229226.475
1003591,2232935.45833333
1003603,22958630.5416667
1003606,24758372.15
1003608,3619523.625
1003622,81491.9583333333
1003624,234789996.333333
1003638,58656502.9583333
1003646,11743959.4083333
1003678,59734.1666666667
1003687,11353307.15
1003718,5278287.9
1003720,40526780.0833333
1003722,46894538.0916667
1003741,152718.766666667
1003747,24099.2166666667
1003752,4504616.71666667
1003754,3749900.83333333
100372,60058.4916666667
1003818,9191157.98333333
1003829,2818487.98333333
100374,209544977.5
1003835,106288948.5
1003841,25139704.7333333
1003844,6989643.925
1003851,165122658.083333
1003872,58304020.2666667
1003874,86502.7416666667
1003885,1546588.6
1003894,356829.3
1003897,383480905.75
1003906,9079073.81666667
1003907,2827153.84166667
1003908,52401416.475
1003913,66936.8583333333
1003915,5876026.125
1003918,112591.908333333
1003921,698496.908333333
1003922,1624471.64166667
1003924,8074794.78333333
